Data_Flow_ID,Flow_Run_Date,Settlement_Date,Settlement_Run_Type,SAA_Run_Number,CDCA_Run_Number,SVAA_Settlement_Date,SVAA_Run_Number,SSR_Run_Number,BSC_Party_ID,Settlement_Period,Market_Index_Data_Provider_ID,Individual_Liquidity_Threshold,Market_Index_Price,Market_Index_Volume,SortKey
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,1,APXMIDP,25,28.39,453.55,2020080101DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,1,N2EXMIDP,25,0,0,2020080101DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,2,APXMIDP,25,10.89,323.5,2020080102DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,2,N2EXMIDP,25,0,0,2020080102DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,3,APXMIDP,25,15.29,439.4,2020080103DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,3,N2EXMIDP,25,0,0,2020080103DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,4,APXMIDP,25,15.05,693.95,2020080104DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,4,N2EXMIDP,25,0,0,2020080104DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,5,APXMIDP,25,12.12,667.1,2020080105DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,5,N2EXMIDP,25,0,0,2020080105DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,6,APXMIDP,25,12.25,564.15,2020080106DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,6,N2EXMIDP,25,0,0,2020080106DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,7,APXMIDP,25,16.38,768.9,2020080107DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,7,N2EXMIDP,25,0,0,2020080107DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,8,APXMIDP,25,14.55,584.3,2020080108DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,8,N2EXMIDP,25,0,0,2020080108DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,9,APXMIDP,25,12.34,448.9,2020080109DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,9,N2EXMIDP,25,0,0,2020080109DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,10,APXMIDP,25,12.96,557.15,2020080110DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,10,N2EXMIDP,25,0,0,2020080110DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,11,APXMIDP,25,12.07,667.7,2020080111DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,11,N2EXMIDP,25,0,0,2020080111DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,12,APXMIDP,25,12.9,616.85,2020080112DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,12,N2EXMIDP,25,0,0,2020080112DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,13,APXMIDP,25,15.66,678.7,2020080113DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,13,N2EXMIDP,25,0,0,2020080113DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,14,APXMIDP,25,20.58,816.9,2020080114DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,14,N2EXMIDP,25,0,0,2020080114DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,15,APXMIDP,25,24.67,1234.3,2020080115DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,15,N2EXMIDP,25,0,0,2020080115DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,16,APXMIDP,25,27.3,1041.65,2020080116DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,16,N2EXMIDP,25,0,0,2020080116DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,17,APXMIDP,25,22.13,1055,2020080117DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,17,N2EXMIDP,25,0,0,2020080117DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,18,APXMIDP,25,23.36,1011.2,2020080118DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,18,N2EXMIDP,25,0,0,2020080118DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,19,APXMIDP,25,21.72,941.85,2020080119DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,19,N2EXMIDP,25,0,0,2020080119DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,20,APXMIDP,25,24.15,906.85,2020080120DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,20,N2EXMIDP,25,0,0,2020080120DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,21,APXMIDP,25,27.05,841.7,2020080121DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,21,N2EXMIDP,25,0,0,2020080121DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,22,APXMIDP,25,27.57,826.05,2020080122DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,22,N2EXMIDP,25,0,0,2020080122DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,23,APXMIDP,25,26.43,568.3,2020080123DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,23,N2EXMIDP,25,0,0,2020080123DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,24,APXMIDP,25,24.25,742,2020080124DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,24,N2EXMIDP,25,0,0,2020080124DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,25,APXMIDP,25,25.26,815.8,2020080125DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,25,N2EXMIDP,25,0,0,2020080125DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,26,APXMIDP,25,24.44,929.25,2020080126DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,26,N2EXMIDP,25,0,0,2020080126DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,27,APXMIDP,25,27.79,799.85,2020080127DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,27,N2EXMIDP,25,0,0,2020080127DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,28,APXMIDP,25,22.34,958,2020080128DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,28,N2EXMIDP,25,0,0,2020080128DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,29,APXMIDP,25,32.41,1034.15,2020080129DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,29,N2EXMIDP,25,0,0,2020080129DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,30,APXMIDP,25,28.79,817.45,2020080130DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,30,N2EXMIDP,25,0,0,2020080130DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,31,APXMIDP,25,26.77,824.9,2020080131DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,31,N2EXMIDP,25,0,0,2020080131DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,32,APXMIDP,25,25.03,943.85,2020080132DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,32,N2EXMIDP,25,0,0,2020080132DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,33,APXMIDP,25,24.14,842.55,2020080133DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,33,N2EXMIDP,25,0,0,2020080133DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,34,APXMIDP,25,27.67,743.65,2020080134DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,34,N2EXMIDP,25,0,0,2020080134DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,35,APXMIDP,25,28.65,782.25,2020080135DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,35,N2EXMIDP,25,0,0,2020080135DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,36,APXMIDP,25,30.83,691.55,2020080136DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,36,N2EXMIDP,25,0,0,2020080136DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,37,APXMIDP,25,25.13,871.95,2020080137DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,37,N2EXMIDP,25,0,0,2020080137DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,38,APXMIDP,25,26.64,809.3,2020080138DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,38,N2EXMIDP,25,0,0,2020080138DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,39,APXMIDP,25,29.59,578.75,2020080139DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,39,N2EXMIDP,25,0,0,2020080139DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,40,APXMIDP,25,25.1,767,2020080140DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,40,N2EXMIDP,25,0,0,2020080140DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,41,APXMIDP,25,29.71,542.85,2020080141DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,41,N2EXMIDP,25,0,0,2020080141DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,42,APXMIDP,25,26.76,764.15,2020080142DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,42,N2EXMIDP,25,0,0,2020080142DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,43,APXMIDP,25,21.03,854.35,2020080143DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,43,N2EXMIDP,25,0,0,2020080143DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,44,APXMIDP,25,23.04,668,2020080144DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,44,N2EXMIDP,25,0,0,2020080144DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,45,APXMIDP,25,27.67,627.05,2020080145DF
S0142011,20221201,20200801,DF,7,19,20200801,19,56880,NGC,45,N2EXMIDP,25,0,0,2020080145DF
