Data_Flow_ID,Flow_Run_Date,Settlement_Date,Settlement_Run_Type,SAA_Run_Number,CDCA_Run_Number,SVAA_Settlement_Date,SVAA_Run_Number,SSR_Run_Number,BSC_Party_ID,Settlement_Period,Market_Index_Data_Provider_ID,Individual_Liquidity_Threshold,Market_Index_Price,Market_Index_Volume,SortKey
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,1,APXMIDP,25,49.81,497.85,2017100501DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,1,N2EXMIDP,25,0,0,2017100501DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,2,N2EXMIDP,25,0,0,2017100502DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,2,APXMIDP,25,49.94,610.15,2017100502DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,3,N2EXMIDP,25,0,0,2017100503DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,3,APXMIDP,25,47.42,478.1,2017100503DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,4,APXMIDP,25,44.64,531,2017100504DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,4,N2EXMIDP,25,0,0,2017100504DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,5,APXMIDP,25,41.1,422.95,2017100505DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,5,N2EXMIDP,25,0,0,2017100505DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,6,APXMIDP,25,37.99,424,2017100506DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,6,N2EXMIDP,25,0,0,2017100506DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,7,N2EXMIDP,25,0,0,2017100507DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,7,APXMIDP,25,30.45,535.6,2017100507DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,8,N2EXMIDP,25,0,0,2017100508DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,8,APXMIDP,25,31.35,430.55,2017100508DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,9,APXMIDP,25,32.99,394.9,2017100509DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,9,N2EXMIDP,25,0,0,2017100509DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,10,APXMIDP,25,34.2,414.85,2017100510DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,10,N2EXMIDP,25,0,0,2017100510DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,11,APXMIDP,25,42.76,479.5,2017100511DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,11,N2EXMIDP,25,0,0,2017100511DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,12,APXMIDP,25,44.06,640.75,2017100512DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,12,N2EXMIDP,25,0,0,2017100512DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,13,N2EXMIDP,25,0,0,2017100513DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,13,APXMIDP,25,53.72,737.1,2017100513DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,14,APXMIDP,25,48.95,907.5,2017100514DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,14,N2EXMIDP,25,0,0,2017100514DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,15,APXMIDP,25,47.53,677,2017100515DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,15,N2EXMIDP,25,0,0,2017100515DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,16,APXMIDP,25,58.1,737.55,2017100516DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,16,N2EXMIDP,25,0,0,2017100516DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,17,APXMIDP,25,58.79,590.4,2017100517DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,17,N2EXMIDP,25,0,0,2017100517DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,18,APXMIDP,25,56.41,479.7,2017100518DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,18,N2EXMIDP,25,0,0,2017100518DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,19,N2EXMIDP,25,0,0,2017100519DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,19,APXMIDP,25,46.82,551.85,2017100519DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,20,APXMIDP,25,44.93,642.7,2017100520DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,20,N2EXMIDP,25,0,0,2017100520DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,21,APXMIDP,25,50.74,740,2017100521DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,21,N2EXMIDP,25,0,0,2017100521DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,22,APXMIDP,25,43.32,727.8,2017100522DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,22,N2EXMIDP,25,0,0,2017100522DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,23,APXMIDP,25,40.19,1229,2017100523DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,23,N2EXMIDP,25,0,0,2017100523DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,24,APXMIDP,25,39.81,1278.25,2017100524DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,24,N2EXMIDP,25,0,0,2017100524DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,25,APXMIDP,25,39.67,1115,2017100525DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,25,N2EXMIDP,25,0,0,2017100525DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,26,APXMIDP,25,39.45,1023,2017100526DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,26,N2EXMIDP,25,0,0,2017100526DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,27,APXMIDP,25,39.09,1324.5,2017100527DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,27,N2EXMIDP,25,0,0,2017100527DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,28,N2EXMIDP,25,0,0,2017100528DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,28,APXMIDP,25,38.86,1320.9,2017100528DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,29,APXMIDP,25,38.75,1531.55,2017100529DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,29,N2EXMIDP,25,0,0,2017100529DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,30,N2EXMIDP,25,0,0,2017100530DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,30,APXMIDP,25,39.03,1467.3,2017100530DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,31,APXMIDP,25,39.95,1467.8,2017100531DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,31,N2EXMIDP,25,0,0,2017100531DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,32,APXMIDP,25,40.75,1314.25,2017100532DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,32,N2EXMIDP,25,0,0,2017100532DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,33,N2EXMIDP,25,0,0,2017100533DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,33,APXMIDP,25,41.69,1462.45,2017100533DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,34,APXMIDP,25,43,1301.6,2017100534DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,34,N2EXMIDP,25,0,0,2017100534DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,35,APXMIDP,25,43.58,932.8,2017100535DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,35,N2EXMIDP,25,0,0,2017100535DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,36,N2EXMIDP,25,0,0,2017100536DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,36,APXMIDP,25,47.06,873.5,2017100536DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,37,APXMIDP,25,47.52,1055.15,2017100537DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,37,N2EXMIDP,25,0,0,2017100537DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,38,APXMIDP,25,60.19,1134.3,2017100538DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,38,N2EXMIDP,25,0,0,2017100538DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,39,APXMIDP,25,68.47,1246.5,2017100539DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,39,N2EXMIDP,25,0,0,2017100539DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,40,APXMIDP,25,65.74,1088.6,2017100540DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,40,N2EXMIDP,25,0,0,2017100540DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,41,APXMIDP,25,59.9,1061.3,2017100541DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,41,N2EXMIDP,25,0,0,2017100541DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,42,N2EXMIDP,25,0,0,2017100542DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,42,APXMIDP,25,52.38,1054.05,2017100542DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,43,APXMIDP,25,52.68,1876,2017100543DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,43,N2EXMIDP,25,0,0,2017100543DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,44,APXMIDP,25,47.01,1509.4,2017100544DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,44,N2EXMIDP,25,0,0,2017100544DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,45,APXMIDP,25,45.02,1715.35,2017100545DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,45,N2EXMIDP,25,0,0,2017100545DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,46,APXMIDP,25,42.65,2357.4,2017100546DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,46,N2EXMIDP,25,0,0,2017100546DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,47,APXMIDP,25,46.31,531.65,2017100547DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,47,N2EXMIDP,25,0,0,2017100547DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,48,N2EXMIDP,25,0,0,2017100548DF
S0142009,20200203,20171005,DF,7,19,20171005,19,49069,NGC,48,APXMIDP,25,41.83,460,2017100548DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,1,APXMIDP,25,41.79,437.9,2017100601DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,1,N2EXMIDP,25,0,0,2017100601DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,2,APXMIDP,25,41.62,556.55,2017100602DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,2,N2EXMIDP,25,0,0,2017100602DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,3,APXMIDP,25,40.88,622.65,2017100603DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,3,N2EXMIDP,25,0,0,2017100603DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,4,APXMIDP,25,41.68,519.35,2017100604DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,4,N2EXMIDP,25,0,0,2017100604DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,5,APXMIDP,25,40.66,568,2017100605DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,5,N2EXMIDP,25,0,0,2017100605DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,6,N2EXMIDP,25,0,0,2017100606DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,6,APXMIDP,25,40.47,622,2017100606DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,7,APXMIDP,25,41.26,538.35,2017100607DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,7,N2EXMIDP,25,0,0,2017100607DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,8,APXMIDP,25,40.83,645.55,2017100608DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,8,N2EXMIDP,25,0,0,2017100608DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,9,N2EXMIDP,25,0,0,2017100609DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,9,APXMIDP,25,41.06,539.05,2017100609DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,10,N2EXMIDP,25,0,0,2017100610DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,10,APXMIDP,25,41.43,601.95,2017100610DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,11,APXMIDP,25,45.58,476.2,2017100611DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,11,N2EXMIDP,25,0,0,2017100611DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,12,APXMIDP,25,48.22,773.15,2017100612DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,12,N2EXMIDP,25,0,0,2017100612DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,13,APXMIDP,25,52.13,1126.3,2017100613DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,13,N2EXMIDP,25,0,0,2017100613DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,14,APXMIDP,25,45.91,1414.35,2017100614DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,14,N2EXMIDP,25,0,0,2017100614DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,15,APXMIDP,25,43.81,1096.45,2017100615DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,15,N2EXMIDP,25,0,0,2017100615DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,16,APXMIDP,25,55.81,958.2,2017100616DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,16,N2EXMIDP,25,0,0,2017100616DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,17,APXMIDP,25,52.14,736.4,2017100617DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,17,N2EXMIDP,25,0,0,2017100617DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,18,N2EXMIDP,25,0,0,2017100618DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,18,APXMIDP,25,47.92,780.55,2017100618DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,19,APXMIDP,25,51.31,572.3,2017100619DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,19,N2EXMIDP,25,0,0,2017100619DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,20,APXMIDP,25,51.27,715.75,2017100620DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,20,N2EXMIDP,25,0,0,2017100620DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,21,APXMIDP,25,52.69,782.35,2017100621DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,21,N2EXMIDP,25,0,0,2017100621DF
S0142009,20200203,20171006,DF,7,19,20171006,19,49070,NGC,22,APXMIDP,25,50.8,826.3,2017100622DF
