Data_Flow_ID,Flow_Run_Date,Settlement_Date,Settlement_Run_Type,SAA_Run_Number,CDCA_Run_Number,SVAA_Settlement_Date,SVAA_Run_Number,SSR_Run_Number,BSC_Party_ID,Settlement_Period,Market_Index_Data_Provider_ID,Individual_Liquidity_Threshold,Market_Index_Price,Market_Index_Volume,SortKey
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,1,APXMIDP,25,43.67,468.3,2019063001DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,1,N2EXMIDP,25,0,0,2019063001DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,2,APXMIDP,25,42.93,457.35,2019063002DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,2,N2EXMIDP,25,0,0,2019063002DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,3,APXMIDP,25,36.07,480,2019063003DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,3,N2EXMIDP,25,0,0,2019063003DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,4,APXMIDP,25,34.51,432.95,2019063004DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,4,N2EXMIDP,25,0,0,2019063004DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,5,APXMIDP,25,36.59,481.4,2019063005DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,5,N2EXMIDP,25,0,0,2019063005DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,6,APXMIDP,25,33.8,670.6,2019063006DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,6,N2EXMIDP,25,0,0,2019063006DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,7,APXMIDP,25,23.08,539.55,2019063007DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,7,N2EXMIDP,25,0,0,2019063007DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,8,APXMIDP,25,14.61,502.4,2019063008DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,8,N2EXMIDP,25,0,0,2019063008DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,9,APXMIDP,25,16.3,604.7,2019063009DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,9,N2EXMIDP,25,0,0,2019063009DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,10,APXMIDP,25,11.82,522.35,2019063010DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,10,N2EXMIDP,25,0,0,2019063010DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,11,APXMIDP,25,7.53,473.15,2019063011DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,11,N2EXMIDP,25,0,0,2019063011DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,12,APXMIDP,25,6.58,526.75,2019063012DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,12,N2EXMIDP,25,0,0,2019063012DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,13,APXMIDP,25,10.54,638.9,2019063013DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,13,N2EXMIDP,25,0,0,2019063013DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,14,APXMIDP,25,12.96,708.5,2019063014DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,14,N2EXMIDP,25,0,0,2019063014DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,15,APXMIDP,25,20.57,1207.45,2019063015DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,15,N2EXMIDP,25,0,0,2019063015DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,16,APXMIDP,25,24.84,1027.45,2019063016DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,16,N2EXMIDP,25,0,0,2019063016DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,17,APXMIDP,25,19.27,819.05,2019063017DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,17,N2EXMIDP,25,0,0,2019063017DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,18,APXMIDP,25,25.47,902.1,2019063018DF
S0142009,20211102,20190630,DF,8,21,20190630,21,53784,NGC,18,N2EXMIDP,25,0,0,2019063018DF
