Data_Flow_ID,Flow_Run_Date,Settlement_Date,Settlement_Run_Type,SAA_Run_Number,CDCA_Run_Number,SVAA_Settlement_Date,SVAA_Run_Number,SSR_Run_Number,BSC_Party_ID,Settlement_Period,Market_Index_Data_Provider_ID,Individual_Liquidity_Threshold,Market_Index_Price,Market_Index_Volume,SortKey
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,1,APXMIDP,25,-8.88,688.15,2020062901DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,1,N2EXMIDP,25,0,0,2020062901DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,2,APXMIDP,25,-19.53,806.95,2020062902DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,2,N2EXMIDP,25,0,0,2020062902DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,3,APXMIDP,25,-3.63,1048.75,2020062903DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,3,N2EXMIDP,25,0,0,2020062903DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,4,APXMIDP,25,-3.43,911.8,2020062904DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,4,N2EXMIDP,25,0,0,2020062904DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,5,APXMIDP,25,-6.81,825.9,2020062905DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,5,N2EXMIDP,25,0,0,2020062905DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,6,APXMIDP,25,-10.47,1021,2020062906DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,6,N2EXMIDP,25,0,0,2020062906DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,7,APXMIDP,25,-8.46,1021.15,2020062907DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,7,N2EXMIDP,25,0,0,2020062907DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,8,APXMIDP,25,-4.7,933.85,2020062908DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,8,N2EXMIDP,25,0,0,2020062908DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,9,APXMIDP,25,-2.01,1074.05,2020062909DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,9,N2EXMIDP,25,0,0,2020062909DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,10,APXMIDP,25,-4.06,942.85,2020062910DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,10,N2EXMIDP,25,0,0,2020062910DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,11,APXMIDP,25,-9.1,1015.05,2020062911DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,11,N2EXMIDP,25,0,0,2020062911DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,12,APXMIDP,25,-3.28,809,2020062912DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,12,N2EXMIDP,25,0,0,2020062912DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,13,APXMIDP,25,13.85,1010.55,2020062913DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,13,N2EXMIDP,25,0,0,2020062913DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,14,APXMIDP,25,19.87,1109.35,2020062914DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,14,N2EXMIDP,25,0,0,2020062914DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,15,APXMIDP,25,20.42,1072.65,2020062915DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,15,N2EXMIDP,25,0,0,2020062915DF
S0142011,20221101,20200629,DF,7,19,20200629,19,56625,NGC,16,APXMIDP,25,33.59,1259.15,2020062916DF
