SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,GEN_DEM,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW
01-Jan-20,18,25639,600,26254,23645,1233,6465,44,13080,0,15,1704,0,853,14,0,854,0,0
01-Jan-20,19,26840,600,27506,24776,1280,6465,265,13080,0,14,1704,0,854,-52,15,854,0,0
01-Jan-20,20,28095,600,28707,25857,1326,6465,614,13080,0,12,1703,0,854,61,114,854,0,0
01-Jan-20,21,29209,600,29818,26849,1390,6465,897,13080,0,9,1798,0,900,69,23,900,0,0
01-Jan-20,22,29757,600,30366,27331,1455,6465,1080,13080,0,9,1801,0,902,66,78,902,0,0
01-Jan-20,23,30508,600,31117,28051,1501,6465,1080,13080,0,9,1954,0,976,79,134,977,0,0
01-Jan-20,24,31378,600,31987,28886,1547,6465,1080,13080,0,9,1959,0,979,69,124,980,0,0
01-Jan-20,25,32317,600,32961,29747,1589,6465,1060,13080,0,9,1998,0,999,-35,10,999,0,0
01-Jan-20,26,32654,600,33263,30008,1631,6465,1120,13080,0,9,2000,0,1000,20,0,1000,0,0
01-Jan-20,27,32943,600,33554,30251,1678,6465,850,13080,0,11,2000,0,999,73,24,1000,0,0
01-Jan-20,28,33021,600,33633,30300,1724,6465,693,13080,0,12,1999,0,999,48,112,1000,0,0
01-Jan-20,29,33273,600,33882,30601,1748,6465,458,13080,0,9,2000,0,999,81,250,1000,0,0
01-Jan-20,30,33502,600,34111,30821,1771,6465,241,13080,0,9,1999,0,1000,81,227,1000,0,0
01-Jan-20,31,33908,600,34517,31160,1830,6465,63,13080,0,9,2000,0,956,81,353,973,0,0
01-Jan-20,32,34616,600,35225,31801,1890,6465,7,13080,0,9,2000,0,954,81,485,972,0,0
01-Jan-20,33,35524,600,36139,32662,1937,6465,0,13080,0,15,1999,0,998,81,504,1018,0,0
01-Jan-20,34,36757,600,37364,33837,1984,6465,0,13080,0,7,1999,0,1000,81,504,1020,0,0
01-Jan-20,35,37271,600,37877,34372,2025,6465,0,13080,0,6,2000,0,980,81,504,969,0,0
01-Jan-20,36,37061,600,37667,34243,2066,6465,0,13080,0,6,2000,0,978,81,504,949,0,0
01-Jan-20,37,36138,600,36745,33460,2124,6465,0,13080,0,7,2000,0,898,81,504,147,0,0
01-Jan-20,38,35398,600,36006,32793,2183,6465,0,13080,0,8,2001,0,895,81,504,99,0,0
01-Jan-20,39,34613,600,35221,32127,2228,6465,0,13080,0,8,2001,0,729,81,504,127,0,0
01-Jan-20,40,33645,600,34254,31204,2273,6465,0,13080,0,9,2000,0,723,81,504,128,0,0
01-Jan-20,41,32734,600,33343,30388,2315,6465,0,13080,0,9,2000,0,831,81,504,337,0,0
01-Jan-20,42,31564,600,32173,29371,2357,6465,0,13080,0,9,2000,0,835,81,504,340,0,0
01-Jan-20,43,30352,600,31121,28221,2412,6465,0,13080,0,9,1906,0,945,81,504,-160,0,0
01-Jan-20,44,28724,600,29519,26747,2466,6465,0,13080,0,9,1899,0,950,81,504,-186,0,0
01-Jan-20,45,27187,600,28451,25315,2502,6465,0,13080,0,9,1430,0,856,81,504,-655,0,0
01-Jan-20,46,25909,600,27181,24056,2539,6465,0,13080,0,9,1396,0,850,81,504,-663,0,0
01-Jan-20,47,24414,600,25023,22661,2532,6465,0,13080,0,9,695,0,419,81,504,19,0,0
01-Jan-20,48,23293,600,23906,21680,2526,6465,0,13080,0,13,659,0,396,81,504,56,0,0
02-Jan-20,1,23040,600,23830,21509,2586,6465,0,13080,0,190,1151,0,136,81,504,115,0,0
02-Jan-20,2,23334,600,24221,21879,2645,6465,0,13080,0,287,1162,0,123,81,504,118,0,0
02-Jan-20,3,23037,600,23938,21619,2693,6465,0,13080,0,289,441,0,258,81,504,-12,0,0
02-Jan-20,4,22355,600,23736,21009,2741,6465,0,13080,0,764,323,0,264,81,504,-17,0,0
02-Jan-20,5,21773,600,24031,20517,2815,6465,0,13080,0,606,-1051,0,310,81,504,-1,0,0
02-Jan-20,6,21437,600,24080,20202,2889,6465,0,13080,0,852,-1190,0,312,81,504,-1,0,0
02-Jan-20,7,20953,600,24037,19694,2956,6465,0,13080,0,591,-1609,0,134,81,504,-284,0,0
02-Jan-20,8,20625,600,24090,19356,3023,6465,0,13080,0,940,-1628,0,126,81,504,-297,0,0
02-Jan-20,9,20398,600,24410,19161,3069,6465,0,13080,0,703,-1628,0,-337,81,504,-744,0,0
02-Jan-20,10,20523,599,24637,19253,3115,6465,0,13080,0,747,-1627,0,-378,81,504,-763,0,0
02-Jan-20,11,21150,599,24518,19891,3160,6465,0,13080,0,564,-1378,0,-143,81,504,-684,0,0
02-Jan-20,12,22034,600,25080,20791,3206,6465,0,13080,0,273,-1369,0,-132,81,504,-672,0,0
02-Jan-20,13,24339,601,27009,23046,3230,6465,0,13080,0,8,-1734,0,-294,81,504,-33,0,0
02-Jan-20,14,26141,600,28804,24792,3253,6465,0,13080,0,8,-1735,0,-302,81,504,-18,0,0
02-Jan-20,15,28428,600,30972,26994,3325,6465,0,13080,0,9,-969,0,-147,81,504,-819,0,0
02-Jan-20,16,29932,600,32463,28484,3397,6465,0,13080,0,9,-923,0,-141,81,504,-858,0,0
02-Jan-20,17,31417,600,33373,29916,3426,6465,1,13080,0,9,-1104,0,-2,81,504,-241,0,0
02-Jan-20,18,32717,600,34628,31152,3456,6465,76,13080,0,9,-1091,0,0,81,504,-211,0,0
02-Jan-20,19,34075,600,34926,32315,3540,6465,288,13080,0,9,-235,0,0,81,504,-7,0,0
02-Jan-20,20,34646,600,35434,32759,3624,6465,504,13080,0,8,-180,0,0,81,504,0,0,0
02-Jan-20,21,35016,600,35742,33025,3726,6465,872,13080,0,9,-117,0,0,81,504,0,0,0
02-Jan-20,22,35202,600,35923,33137,3829,6465,755,13080,0,7,-114,0,0,81,504,0,0,0
02-Jan-20,23,35668,600,36276,33513,3900,6465,771,13080,0,8,244,0,0,81,504,0,0,0
02-Jan-20,24,35977,600,36586,33749,3972,6465,790,13080,0,9,261,0,0,81,504,0,0,0
02-Jan-20,25,36409,600,37018,34122,4018,6465,690,13080,0,9,517,0,0,81,504,0,0,0
02-Jan-20,26,36431,600,37040,34114,4065,6465,564,13080,0,9,524,0,0,81,504,0,0,0
02-Jan-20,27,36389,600,36998,34074,4097,6465,453,13080,0,9,23,0,0,81,504,0,0,0
02-Jan-20,28,36185,600,36794,33901,4129,6465,389,13080,0,9,0,0,0,81,504,0,0,0
02-Jan-20,29,36394,600,37001,34143,4118,6465,265,13080,0,7,0,0,178,81,504,0,0,0
02-Jan-20,30,36720,600,37328,34488,4107,6465,139,13080,0,8,0,0,190,81,504,0,0,0
02-Jan-20,31,37055,600,37959,34835,4076,6465,31,13080,0,11,276,0,-146,81,504,-147,0,0
02-Jan-20,32,37376,600,38287,35143,4045,6465,3,13080,0,13,356,0,-158,79,456,-140,0,0
02-Jan-20,33,38890,600,39508,36496,4035,6465,0,13080,0,18,1673,0,254,22,310,530,0,0
02-Jan-20,34,40066,600,40678,37508,4025,6465,0,13080,0,12,1799,0,282,64,230,567,0,0
02-Jan-20,35,40528,600,41219,37872,4033,6465,0,13080,0,8,1991,0,630,-83,82,954,0,0
02-Jan-20,36,40391,600,41213,37789,4041,6465,0,13080,0,7,1998,0,647,-190,-25,960,0,0
02-Jan-20,37,39465,600,40445,36967,4048,6465,0,13080,0,8,1664,0,642,-287,-85,316,0,0
02-Jan-20,38,38499,600,39762,36105,4055,6465,0,13080,0,8,1651,0,642,-427,-228,295,0,0
02-Jan-20,39,37487,600,38702,35213,4032,6465,0,13080,0,9,1736,0,866,-424,-182,982,0,0
02-Jan-20,40,36378,600,37631,34114,4008,6465,0,13080,0,9,1739,0,876,-453,-191,1019,0,0
02-Jan-20,41,34913,600,35987,32717,3955,6465,0,13080,0,9,1988,0,770,-363,-102,914,0,0
02-Jan-20,42,33342,600,34340,31303,3902,6465,0,13080,0,12,1923,0,766,-307,-79,911,0,0
02-Jan-20,43,31761,600,32539,29781,3854,6465,0,13080,0,14,567,0,887,-164,53,926,0,0
02-Jan-20,44,29883,600,30589,28056,3807,6465,0,13080,0,13,402,0,893,-93,23,911,0,0
02-Jan-20,45,28148,600,29372,26393,3680,6465,0,13080,0,14,-610,0,805,59,113,150,0,0
02-Jan-20,46,26914,600,28215,25042,3552,6465,0,13080,0,13,-688,0,802,67,144,103,0,0
02-Jan-20,47,25394,600,26936,23633,3331,6465,0,13080,0,11,-575,0,657,80,283,-356,0,0
02-Jan-20,48,24208,600,25766,22550,3110,6465,0,13080,0,12,-570,0,650,81,352,-376,0,0
03-Jan-20,1,23901,600,25670,22216,3016,6465,0,13080,0,14,-780,0,450,81,353,-375,0,0
03-Jan-20,2,24396,600,26185,22660,2923,6465,0,13080,0,28,-786,0,433,81,353,-375,0,0
03-Jan-20,3,24294,600,26280,22495,2839,6465,0,13080,0,728,-335,0,105,47,353,-323,0,0
03-Jan-20,4,23760,600,26052,21933,2755,6465,0,13080,0,1065,-290,0,102,-16,352,-321,0,0
03-Jan-20,5,23295,600,25819,21467,2721,6465,0,13080,0,1461,614,0,-98,-18,354,-347,0,0
03-Jan-20,6,23077,600,25719,21217,2687,6465,0,13080,0,1521,677,0,-104,-69,354,-348,0,0
03-Jan-20,7,22818,600,25454,20955,2608,6465,0,13080,0,1445,1049,0,-103,-224,354,-264,0,0
03-Jan-20,8,22498,600,25083,20547,2529,6465,0,13080,0,1363,1040,0,-103,-258,355,-261,0,0
03-Jan-20,9,22201,600,24274,20322,2506,6465,0,13080,0,1197,147,0,-2,-109,330,-165,0,0
03-Jan-20,10,22206,599,24060,20416,2483,6465,0,13080,0,1042,86,0,0,-51,234,-162,0,0
03-Jan-20,11,22905,599,23998,21113,2512,6465,0,13080,0,360,54,0,307,29,82,-134,0,0
03-Jan-20,12,23820,600,24641,21962,2542,6465,0,13080,0,100,91,0,340,52,0,-121,0,0
03-Jan-20,13,26175,600,26874,24148,2496,6465,0,13080,0,19,1153,0,590,-80,0,539,0,0
03-Jan-20,14,27751,600,28549,25595,2450,6465,0,13080,0,62,1248,0,601,-136,0,573,0,0
03-Jan-20,15,29967,600,30917,27627,2468,6465,0,13080,0,70,1959,0,896,-280,0,280,0,0
03-Jan-20,16,31730,600,32790,29263,2485,6465,0,13080,0,127,2000,0,908,-333,0,277,0,0
03-Jan-20,17,33354,600,34485,30727,2492,6465,3,13080,0,92,1999,0,555,-439,0,878,0,0
03-Jan-20,18,34632,600,35748,31880,2500,6465,56,13080,0,18,1999,0,538,-453,-45,908,0,0
03-Jan-20,19,35866,600,37041,33105,2523,6465,244,13080,0,14,1999,0,609,-370,-191,996,0,0
03-Jan-20,20,36177,600,37397,33426,2546,6465,560,13080,0,12,1998,0,574,-383,-225,999,0,0
03-Jan-20,21,36095,600,37496,33343,2626,6465,1060,13080,0,12,1999,0,-101,-446,-242,1000,0,0
03-Jan-20,22,35671,600,37127,32916,2706,6465,1770,13080,0,14,1998,0,-109,-455,-278,999,0,0
03-Jan-20,23,35545,600,36907,32740,2796,6465,2520,13080,0,13,1999,0,216,-455,-294,999,0,0
03-Jan-20,24,35622,600,36989,32790,2886,6465,2810,13080,0,8,1999,0,237,-455,-304,1000,0,0
03-Jan-20,25,35558,600,36970,32669,2906,6465,3140,13080,0,9,1998,0,328,-410,-393,1000,0,0
03-Jan-20,26,35244,600,36668,32398,2926,6465,3340,13080,0,9,1998,0,333,-453,-362,999,0,0
03-Jan-20,27,35109,600,36386,32336,2885,6465,3020,13080,0,9,1998,0,727,-455,-213,999,0,0
03-Jan-20,28,34840,600,36071,32210,2844,6465,2730,13080,0,9,1999,0,747,-455,-167,998,0,0
03-Jan-20,29,35189,600,36253,32555,2793,6465,2300,13080,0,9,1999,0,793,-421,-34,967,0,0
03-Jan-20,30,35504,600,36592,32848,2742,6465,1600,13080,0,9,1999,0,796,-441,-38,966,0,0
03-Jan-20,31,36286,600,37213,33608,2658,6465,740,13080,0,9,1999,0,785,-318,0,998,0,0
03-Jan-20,32,37264,600,38115,34521,2575,6465,134,13080,0,9,1999,0,785,-242,0,1000,0,0
03-Jan-20,33,38661,600,39646,35773,2570,6465,5,13080,0,9,1999,0,968,-364,-12,1019,0,0
03-Jan-20,34,40813,600,41788,37726,2565,6465,0,13080,0,7,1999,0,975,-324,-44,1019,0,0
03-Jan-20,35,41630,600,42853,38435,2572,6465,0,13080,0,6,1999,0,999,-428,-189,1019,0,0
03-Jan-20,36,41402,600,42723,38291,2578,6465,0,13080,0,6,1999,0,999,-456,-259,1020,0,0
03-Jan-20,37,40851,600,42034,37849,2612,6465,0,13080,0,7,1999,0,969,-456,-120,1019,0,0
03-Jan-20,38,40278,600,41446,37354,2645,6465,0,13080,0,8,1999,0,967,-455,-105,1019,0,0
03-Jan-20,39,39468,600,40449,36721,2682,6465,0,13080,0,9,1999,0,1054,-361,-11,1020,0,0
03-Jan-20,40,38198,600,39073,35579,2720,6465,0,13080,0,9,1999,0,1056,-266,0,1019,0,0
03-Jan-20,41,36679,600,37407,34124,2749,6465,0,13080,0,9,1998,0,1057,-119,0,1019,0,0
03-Jan-20,42,35029,600,35720,32663,2778,6465,0,13080,0,9,1953,0,1056,-82,0,1020,0,0
03-Jan-20,43,33325,600,34108,31085,2823,6465,0,13080,0,14,829,0,1002,-169,0,1000,0,0
03-Jan-20,44,31540,600,32252,29405,2868,6465,0,13080,0,14,737,0,1000,-98,3,994,0,0
03-Jan-20,45,29900,600,30513,27840,2888,6465,0,13080,0,13,458,0,887,49,76,455,0,0
03-Jan-20,46,28547,600,29157,26571,2909,6465,0,13080,0,10,398,0,880,70,7,430,0,0
03-Jan-20,47,26801,600,28178,24954,2880,6465,0,13080,0,9,-766,0,388,-2,0,650,0,0
03-Jan-20,48,25719,600,27356,23959,2851,6465,0,13080,0,143,-865,0,352,-29,0,658,0,0
04-Jan-20,1,25196,600,27136,23492,2890,6465,0,13080,0,115,-1049,0,-98,-78,0,773,0,0
04-Jan-20,2,25422,600,27364,23767,2928,6465,0,13080,0,173,-1056,0,-113,61,65,765,0,0
04-Jan-20,3,24856,600,26883,23270,2950,6465,0,13080,0,159,-1164,0,-104,69,212,81,0,0
04-Jan-20,4,23933,600,26200,22493,2973,6465,0,13080,0,359,-1170,0,-104,-34,156,43,0,0
04-Jan-20,5,23183,600,25936,21763,2992,6465,0,13080,0,551,-1602,0,318,62,21,2,0,0
04-Jan-20,6,22654,600,25675,21251,3012,6465,0,13080,0,800,-1621,0,346,36,0,0,0,0
04-Jan-20,7,22212,600,25763,20774,2977,6465,0,13080,0,1311,-1617,0,3,43,0,-23,0,0
04-Jan-20,8,21660,600,25424,20191,2942,6465,0,13080,0,1522,-1616,0,0,45,0,-26,0,0
04-Jan-20,9,21269,600,25453,19876,2898,6465,0,13080,0,1641,-1526,0,0,27,0,-417,0,0
04-Jan-20,10,21130,600,25181,19788,2854,6465,0,13080,0,1500,-1521,0,0,27,0,-430,0,0
04-Jan-20,11,21355,600,25028,20002,2788,6465,0,13080,0,1534,-1522,0,145,63,69,-17,0,0
04-Jan-20,12,21746,600,24972,20328,2722,6465,0,13080,0,1103,-1523,0,155,69,128,11,0,0
04-Jan-20,13,22964,600,25898,21469,2646,6465,0,13080,0,741,-1525,0,433,-68,276,672,0,0
04-Jan-20,14,23887,600,26409,22285,2570,6465,0,13080,0,424,-1467,0,445,-31,267,707,0,0
04-Jan-20,15,25456,600,26610,23628,2514,6465,0,13080,0,21,-457,0,626,-76,115,800,0,0
04-Jan-20,16,26653,600,27533,24692,2457,6465,0,13080,0,83,-197,0,591,62,32,804,0,0
04-Jan-20,17,28102,600,28907,26045,2390,6465,18,13080,0,106,1607,0,-99,81,83,803,0,0
04-Jan-20,18,29478,600,30200,27313,2323,6465,213,13080,0,14,1797,0,-108,81,170,803,0,0
04-Jan-20,19,30911,600,31524,28549,2308,6465,509,13080,0,13,1991,0,759,52,41,754,0,0
04-Jan-20,20,31797,600,32406,29315,2292,6465,684,13080,0,9,1999,0,955,14,0,753,0,0
04-Jan-20,21,32400,600,33129,29745,2306,6465,981,13080,0,9,1854,0,1011,-84,-36,924,0,0
04-Jan-20,22,32626,600,33517,29921,2320,6465,1390,13080,0,9,1848,0,1013,-242,-40,930,0,0
04-Jan-20,23,32772,600,33702,29985,2334,6465,1960,13080,0,9,1993,0,1014,-321,0,996,0,0
04-Jan-20,24,32701,600,33640,29847,2349,6465,2280,13080,0,9,1999,0,1013,-330,0,999,0,0
04-Jan-20,25,32546,600,33455,29699,2316,6465,2630,13080,0,9,1998,0,956,-300,0,1000,0,0
04-Jan-20,26,32501,600,33427,29624,2283,6465,2440,13080,0,9,1998,0,953,-317,0,1000,0,0
04-Jan-20,27,32506,600,33332,29611,2238,6465,2230,13080,0,9,1999,0,954,-217,0,999,0,0
04-Jan-20,28,32501,600,33259,29716,2194,6465,1630,13080,0,9,1999,0,954,-149,0,999,0,0
04-Jan-20,29,32647,600,33298,29940,2121,6465,1090,13080,0,8,1999,0,933,-43,0,1000,0,0
04-Jan-20,30,33019,600,33697,30308,2048,6465,563,13080,0,9,1999,0,933,-69,0,999,0,0
04-Jan-20,31,33477,600,34308,30741,1965,6465,268,13080,0,8,2000,0,925,-223,0,856,0,0
04-Jan-20,32,34278,600,35151,31510,1882,6465,64,13080,0,15,2000,0,924,-258,0,851,0,0
04-Jan-20,33,35896,600,36683,32992,1839,6465,2,13080,0,18,1999,0,997,-169,0,961,0,0
04-Jan-20,34,37748,600,38524,34691,1796,6465,0,13080,0,11,1999,0,999,-165,0,965,0,0
04-Jan-20,35,38501,600,39228,35396,1768,6465,0,13080,0,10,2000,0,999,-117,0,1018,0,0
04-Jan-20,36,38644,600,39414,35566,1741,6465,0,13080,0,11,1999,0,1000,-159,0,1020,0,0
04-Jan-20,37,38358,600,39071,35351,1759,6465,0,13080,0,10,2000,0,1054,-103,0,1020,0,0
04-Jan-20,38,37684,600,38415,34790,1777,6465,0,13080,0,7,1999,0,1056,-124,0,1019,0,0
04-Jan-20,39,36936,600,37590,34106,1807,6465,0,13080,0,13,1999,0,1057,-41,0,1020,0,0
04-Jan-20,40,35980,600,36635,33250,1837,6465,0,13080,0,18,1999,0,1056,-37,0,1020,0,0
04-Jan-20,41,34754,600,35370,32146,1870,6465,0,13080,0,16,1999,0,1056,61,64,1019,0,0
04-Jan-20,42,33613,600,34228,31188,1904,6465,0,13080,0,15,1999,0,1056,81,198,1020,0,0
04-Jan-20,43,32340,600,32954,30060,1948,6465,0,13080,0,14,2000,0,801,81,347,1001,0,0
04-Jan-20,44,30787,600,31401,28746,1993,6465,0,13080,0,14,1999,0,788,81,408,1000,0,0
04-Jan-20,45,29194,600,29807,27234,2034,6465,0,13080,0,13,1903,0,424,81,496,953,0,0
04-Jan-20,46,27809,600,28423,25890,2075,6465,0,13080,0,14,1896,0,407,81,462,950,0,0
04-Jan-20,47,26382,600,26996,24616,2054,6465,0,13080,0,14,1427,0,696,76,367,716,0,0
04-Jan-20,48,25407,600,26017,23767,2032,6465,0,13080,0,10,1405,0,708,26,217,707,0,0
05-Jan-20,1,25028,600,25639,23349,2064,6465,0,13080,0,11,1367,0,341,120,219,683,0,0
05-Jan-20,2,25205,600,25820,23610,2095,6465,0,13080,0,15,1365,0,315,132,287,682,0,0
05-Jan-20,3,24654,600,25623,23143,2130,6465,0,13080,0,16,1365,0,-353,132,433,454,0,0
05-Jan-20,4,23828,600,25157,22435,2165,6465,0,13080,0,332,1365,0,-397,116,470,436,0,0
05-Jan-20,5,23101,600,24789,21785,2209,6465,0,13080,0,318,1201,0,-564,131,504,-206,0,0
05-Jan-20,6,22619,600,24318,21301,2253,6465,0,13080,0,288,1163,0,-572,132,504,-239,0,0
05-Jan-20,7,22266,600,23508,20914,2270,6465,0,13080,0,105,173,0,-404,132,504,-133,0,0
05-Jan-20,8,21838,600,23197,20449,2287,6465,0,13080,0,232,65,0,-397,132,504,-130,0,0
05-Jan-20,9,21285,600,23494,19944,2316,6465,0,13080,0,184,-990,0,-303,132,504,-132,0,0
05-Jan-20,10,21039,600,23627,19717,2344,6465,0,13080,0,486,-1071,0,-299,132,504,-132,0,0
05-Jan-20,11,21034,600,23578,19711,2375,6465,0,13080,0,368,-1133,0,-369,132,504,-74,0,0
05-Jan-20,12,21205,600,23739,19854,2406,6465,0,13080,0,356,-1133,0,-372,132,504,-73,0,0
05-Jan-20,13,21973,600,24328,20494,2424,6465,0,13080,0,245,-695,0,-377,132,504,-438,0,0
05-Jan-20,14,22581,600,24975,21066,2443,6465,0,13080,0,296,-670,0,-377,132,504,-451,0,0
05-Jan-20,15,23538,600,25415,21966,2478,6465,0,13080,0,111,-135,0,-531,132,504,-500,0,0
05-Jan-20,16,24243,600,26107,22650,2513,6465,0,13080,0,139,-85,0,-538,132,504,-502,0,0
05-Jan-20,17,25412,600,27290,23724,2534,6465,0,13080,0,516,783,0,-377,132,504,-385,0,0
05-Jan-20,18,26902,600,28312,25192,2556,6465,48,13080,0,67,857,0,-370,132,504,-373,0,0
05-Jan-20,19,28565,600,29528,26758,2570,6465,226,13080,0,14,1654,0,-349,132,504,240,0,0
05-Jan-20,20,29735,600,30687,27859,2584,6465,491,13080,0,13,1704,0,-339,132,476,272,0,0
05-Jan-20,21,30908,600,31520,28918,2650,6465,714,13080,0,12,1799,0,460,132,347,546,0,0
05-Jan-20,22,31545,600,32154,29470,2716,6465,871,13080,0,9,1802,0,533,132,337,558,0,0
05-Jan-20,23,32124,600,32734,29994,2771,6465,930,13080,0,10,1896,0,230,132,199,861,0,0
05-Jan-20,24,32738,600,33347,30549,2826,6465,995,13080,0,9,1899,0,219,132,193,873,0,0
05-Jan-20,25,33344,600,33953,31093,2828,6465,971,13080,0,9,1900,0,732,132,96,754,0,0
05-Jan-20,26,33675,600,34284,31355,2830,6465,797,13080,0,9,1900,0,760,132,105,749,0,0
05-Jan-20,27,33570,600,34179,31237,2792,6465,652,13080,0,9,1901,0,677,132,202,488,0,0
05-Jan-20,28,33729,600,34338,31366,2755,6465,559,13080,0,9,1901,0,674,132,195,479,0,0
05-Jan-20,29,34037,600,34646,31634,2726,6465,521,13080,0,9,1900,0,794,132,325,792,0,0
05-Jan-20,30,34261,600,34870,31828,2698,6465,434,13080,0,9,1900,0,799,132,263,805,0,0
05-Jan-20,31,34866,600,35474,32366,2658,6465,188,13080,0,8,1900,0,901,132,237,946,0,0
05-Jan-20,32,35620,600,36230,33044,2617,6465,26,13080,0,10,1900,0,907,132,292,951,0,0
05-Jan-20,33,37246,600,37857,34475,2618,6465,0,13080,0,11,1996,0,972,132,205,1017,0,0
05-Jan-20,34,38849,600,39458,35882,2620,6465,0,13080,0,9,2000,0,976,132,278,1020,0,0
05-Jan-20,35,39634,600,40240,36576,2646,6465,1,13080,0,6,2000,0,925,92,172,1019,0,0
05-Jan-20,36,39221,600,39829,36221,2671,6465,0,13080,0,8,1999,0,924,131,89,1020,0,0
05-Jan-20,37,38677,600,39285,35817,2706,6465,0,13080,0,8,2000,0,850,132,86,949,0,0
05-Jan-20,38,37729,600,38338,34971,2742,6465,0,13080,0,9,2000,0,847,91,143,947,0,0
05-Jan-20,39,36857,600,37464,34263,2768,6465,0,13080,0,7,1999,0,837,131,292,955,0,0
05-Jan-20,40,35480,600,36089,33081,2793,6465,0,13080,0,9,1999,0,836,131,329,956,0,0
05-Jan-20,41,34329,600,34947,31926,2788,6465,0,13080,0,18,1999,0,638,131,461,940,0,0
05-Jan-20,42,32794,600,33665,30500,2784,6465,0,13080,0,271,1999,0,629,131,504,940,0,0
05-Jan-20,43,31418,600,32120,29244,2794,6465,0,13080,0,102,1808,0,599,131,504,802,0,0
05-Jan-20,44,29779,600,30426,27707,2803,6465,0,13080,0,47,1777,0,598,131,504,795,0,0
05-Jan-20,45,27933,600,28561,25996,2810,6465,0,13080,0,28,881,0,487,131,504,413,0,0
05-Jan-20,46,26440,600,27119,24606,2817,6465,0,13080,0,79,783,0,460,125,504,394,0,0
05-Jan-20,47,24442,600,25679,22768,2767,6465,0,13080,0,19,-268,0,-269,81,504,-81,0,0
05-Jan-20,48,23429,600,24802,22002,2717,6465,0,13080,0,23,-348,0,-299,81,504,-103,0,0
06-Jan-20,1,23029,600,25029,21698,2766,6465,0,13080,0,67,-525,0,-417,81,504,-391,0,0
06-Jan-20,2,23142,600,25191,21803,2816,6465,0,13080,0,93,-532,0,-423,81,504,-401,0,0
06-Jan-20,3,22599,600,25029,21294,2886,6465,0,13080,0,296,-807,0,-423,81,504,-304,0,0
06-Jan-20,4,22224,600,25024,20984,2955,6465,0,13080,0,645,-832,0,-423,81,504,-300,0,0
06-Jan-20,5,21814,600,25298,20666,3054,6465,0,13080,0,1011,-1582,0,-280,81,504,-11,0,0
06-Jan-20,6,21597,600,25542,20474,3153,6465,0,13080,0,1447,-1626,0,-269,81,504,-3,0,0
06-Jan-20,7,20950,600,21550,0,3188,6465,0,13080,0,0,0,0,0,0,0,0,0,0
06-Jan-20,8,20582,600,24958,19452,3223,6465,0,13080,0,1696,-1626,0,0,81,504,-454,0,0
