SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,GEN_DEM,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW
02-Jan-14,12,25511,600,27560,23286,968,2434,0,3352,0,1309,1839,0,928,-140,27,0,0,0
02-Jan-14,13,27959,600,29197,25675,968,2434,0,3352,0,514,1840,0,816,-33,-91,0,0,0
02-Jan-14,14,30114,600,30936,27799,1009,2434,0,3352,0,18,1839,0,745,-30,-174,0,0,0
02-Jan-14,15,32641,600,33654,30235,1009,2434,0,3352,0,16,1985,0,-104,-128,-165,0,0,0
02-Jan-14,16,34386,600,35433,31964,984,2434,0,3352,0,14,1990,0,-104,-128,-201,0,0,0
02-Jan-14,17,36007,600,37116,33496,984,2434,22,3352,0,15,1991,0,314,-175,-319,0,0,0
02-Jan-14,18,37443,600,38571,34891,954,2434,138,3352,0,15,1991,0,315,-177,-336,0,0,0
02-Jan-14,19,38999,600,40249,36308,954,2434,346,3352,0,14,1991,0,722,-236,-400,0,0,0
02-Jan-14,20,39626,600,40924,36774,939,2434,579,3352,0,13,1991,0,724,-250,-435,0,0,0
02-Jan-14,21,39980,600,41230,36969,939,2434,791,3352,0,11,1991,0,662,-214,-425,0,0,0
02-Jan-14,22,40084,600,41371,36976,1017,2434,1020,3352,0,11,1991,0,661,-251,-425,0,0,0
02-Jan-14,23,40148,600,41456,36957,1017,2434,1130,3352,0,12,1991,0,934,-251,-445,0,0,0
02-Jan-14,24,40219,600,41462,36975,973,2434,1160,3352,0,14,1991,0,934,-184,-445,0,0,0
02-Jan-14,25,40494,600,41699,37174,973,2434,1150,3352,0,10,1991,0,956,-150,-445,0,0,0
02-Jan-14,26,40455,600,41659,37063,1053,2434,1140,3352,0,9,1991,0,957,-150,-445,0,0,0
02-Jan-14,27,40382,600,41586,36990,1053,2434,983,3352,0,9,1991,0,889,-150,-445,0,0,0
02-Jan-14,28,40419,600,41673,37025,1104,2434,790,3352,0,8,1991,0,889,-183,-463,0,0,0
02-Jan-14,29,40521,600,41900,37176,1104,2434,601,3352,0,8,1990,0,1000,-251,-520,0,0,0
02-Jan-14,30,40525,600,41905,37214,1036,2434,352,3352,0,9,1990,0,999,-251,-520,0,0,0
02-Jan-14,31,41119,600,42498,37742,1036,2434,154,3352,0,8,1991,0,663,-251,-520,0,0,0
02-Jan-14,32,42173,600,43554,38716,921,2434,32,3352,0,10,1992,0,662,-251,-520,0,0,0
02-Jan-14,33,44275,600,45609,40560,921,2434,0,3352,0,14,1991,0,681,-200,-520,0,0,0
02-Jan-14,34,47097,600,48322,43052,1029,2434,0,3352,125,8,1991,0,680,-222,-520,0,0,0
02-Jan-14,35,48056,632,49242,43863,1029,2434,0,3352,206,3,1991,0,1000,-227,-530,0,0,0
02-Jan-14,36,48093,667,49311,43966,1019,2434,0,3352,198,4,1991,0,1000,-216,-529,0,0,0
02-Jan-14,37,47292,634,48577,43333,1019,2434,0,3352,83,12,1991,0,1000,-208,-514,0,0,0
02-Jan-14,38,46268,600,47552,42388,1116,2434,0,3352,0,16,1991,0,1000,-195,-473,0,0,0
02-Jan-14,39,44923,600,46152,41156,1116,2434,0,3352,0,13,1991,0,1000,-151,-465,0,0,0
02-Jan-14,40,43220,600,44445,39575,1171,2434,0,3352,0,13,1991,0,1000,-147,-465,0,0,0
02-Jan-14,41,41687,600,42944,38148,1171,2434,0,3352,0,12,1991,0,1000,-180,-465,0,0,0
02-Jan-14,42,40062,600,41249,36701,1257,2434,0,3352,0,11,1990,0,1000,-152,-424,0,0,0
02-Jan-14,43,38276,600,39468,35069,1257,2434,0,3352,0,10,1990,0,1000,-235,-347,0,0,0
02-Jan-14,44,36227,600,37331,33206,1360,2434,0,3352,0,9,1991,0,1000,-248,-247,0,0,0
02-Jan-14,45,34456,600,35464,31565,1360,2434,0,3352,0,13,1987,0,1000,-248,-147,0,0,0
02-Jan-14,46,32765,600,33672,29899,1464,2434,0,3352,0,20,1988,0,1000,-247,-40,0,0,0
02-Jan-14,47,30670,600,31777,27923,1464,2434,0,3352,0,294,1795,0,903,-213,27,0,0,0
02-Jan-14,48,29348,600,31006,26755,1432,2434,0,3352,0,851,1787,0,902,-192,-15,0,0,0
03-Jan-14,1,29099,600,30946,26650,1432,2434,0,3356,0,1156,1786,0,903,-91,26,0,0,0
03-Jan-14,2,29153,600,31223,26720,1482,2434,0,3356,0,1394,1786,0,902,-76,76,0,0,0
03-Jan-14,3,28740,600,30890,26331,1482,2434,0,3356,0,1474,1787,0,903,-76,85,0,0,0
03-Jan-14,4,27943,600,30173,25590,1438,2434,0,3356,0,1554,1787,0,902,-76,150,0,0,0
03-Jan-14,5,27145,600,29368,24899,1438,2434,0,3356,0,1547,1787,0,903,-76,258,0,0,0
03-Jan-14,6,26941,600,29151,24725,1483,2434,0,3356,0,1534,1788,0,902,-76,335,0,0,0
03-Jan-14,7,26215,600,28488,23998,1483,2434,0,3356,0,1597,1788,0,903,-76,335,0,0,0
03-Jan-14,8,25476,600,27740,23306,1443,2434,0,3356,0,1588,1788,0,902,-76,335,0,0,0
03-Jan-14,9,25054,600,27309,22946,1443,2434,0,3356,0,1579,1788,0,903,-76,335,0,0,0
03-Jan-14,10,24986,600,27264,22895,1421,2434,0,3356,0,1569,1788,0,902,-109,335,0,0,0
03-Jan-14,11,25428,600,27761,23344,1421,2434,0,3356,0,1558,1788,0,903,-175,335,0,0,0
03-Jan-14,12,26150,600,28405,24035,1668,2434,0,3356,0,1549,1788,0,902,-106,332,0,0,0
03-Jan-14,13,28544,600,30643,26296,1668,2434,0,3356,0,1476,1788,0,903,-23,311,0,0,0
03-Jan-14,14,30646,600,32114,28289,1753,2434,0,3356,0,833,1788,0,902,-35,180,0,0,0
03-Jan-14,15,33114,600,33822,30527,1753,2434,0,3356,0,23,1980,0,719,-85,30,0,0,0
03-Jan-14,16,34967,600,35777,32252,1576,2434,0,3356,0,12,1990,0,719,-117,-81,0,0,0
03-Jan-14,17,36834,600,37780,33924,1576,2434,15,3356,0,13,1992,0,691,-123,-210,0,0,0
03-Jan-14,18,38159,600,39179,35160,1657,2434,71,3356,0,10,1991,0,690,-175,-235,0,0,0
03-Jan-14,19,39403,600,40492,36245,1657,2434,238,3356,0,13,1992,0,1000,-176,-300,0,0,0
03-Jan-14,20,40146,600,41270,36855,1631,2434,427,3356,0,13,1991,0,1000,-176,-335,0,0,0
03-Jan-14,21,40747,600,41704,37096,1631,2434,578,3356,226,9,1991,0,905,-239,-335,0,0,0
03-Jan-14,22,40903,600,41832,37090,1732,2434,647,3356,260,15,1992,0,904,-239,-335,0,0,0
03-Jan-14,23,41150,600,42126,37255,1732,2434,672,3356,247,17,1991,0,988,-239,-367,0,0,0
03-Jan-14,24,41644,600,42721,37729,1759,2434,648,3356,182,16,1991,0,989,-239,-404,0,0,0
03-Jan-14,25,42124,600,43197,38185,1759,2434,665,3356,182,16,1991,0,999,-239,-400,0,0,0
03-Jan-14,26,42040,600,43150,38111,1853,2434,519,3356,142,13,1991,0,1000,-239,-400,0,0,0
03-Jan-14,27,42081,600,43335,38315,1853,2434,466,3356,4,8,1992,0,1000,-250,-400,0,0,0
03-Jan-14,28,42040,600,43301,38305,1821,2434,451,3356,0,10,1992,0,1000,-251,-400,0,0,0
03-Jan-14,29,42092,602,43361,38423,1821,2434,372,3356,0,16,1992,0,1000,-251,-400,0,0,0
03-Jan-14,30,41829,600,43095,38196,1805,2434,236,3356,0,15,1991,0,1000,-251,-400,0,0,0
03-Jan-14,31,42000,600,43264,38353,1805,2434,132,3356,0,13,1991,0,873,-251,-400,0,0,0
03-Jan-14,32,42621,600,43885,38939,1772,2434,39,3356,0,13,1992,0,872,-251,-400,0,0,0
03-Jan-14,33,44423,600,45719,40520,1772,2434,12,3356,26,16,1992,0,872,-251,-455,0,0,0
03-Jan-14,34,46831,600,48146,42750,1727,2434,0,3356,78,12,1992,0,872,-251,-530,0,0,0
03-Jan-14,35,47763,600,49079,43638,1727,2434,0,3356,76,11,1992,0,976,-251,-530,0,0,0
03-Jan-14,36,47531,600,48917,43551,1664,2434,0,3356,6,11,1991,0,976,-251,-530,0,0,0
03-Jan-14,37,46719,600,48113,42858,1664,2434,0,3356,0,13,1991,0,951,-251,-530,0,0,0
03-Jan-14,38,45777,600,47171,41947,1713,2434,0,3356,0,13,1991,0,951,-251,-530,0,0,0
03-Jan-14,39,44397,600,45792,40727,1713,2434,0,3356,0,14,1992,0,1000,-251,-530,0,0,0
03-Jan-14,40,42825,600,44222,39291,1698,2434,0,3356,0,16,1991,0,999,-251,-530,0,0,0
03-Jan-14,41,41236,600,42573,37754,1698,2434,0,3356,0,14,1991,0,999,-251,-472,0,0,0
03-Jan-14,42,39649,600,40921,36357,1649,2434,0,3356,0,12,1991,0,1000,-251,-409,0,0,0
03-Jan-14,43,38106,600,39371,34937,1649,2434,0,3356,0,14,1990,0,999,-251,-400,0,0,0
03-Jan-14,44,36248,600,37512,33256,1621,2434,0,3356,0,13,1990,0,1000,-251,-400,0,0,0
03-Jan-14,45,34675,600,35938,31773,1621,2434,0,3356,0,12,1990,0,1000,-251,-400,0,0,0
03-Jan-14,46,33290,600,34488,30358,1563,2434,0,3356,0,21,1990,0,999,-251,-326,0,0,0
03-Jan-14,47,31524,600,33367,28679,1563,2434,0,3356,0,808,1991,0,1000,-251,-184,0,0,0
03-Jan-14,48,30295,600,32738,27574,1518,2434,0,3356,0,1442,1992,0,1000,-251,-150,0,0,0
04-Jan-14,1,29909,600,32340,27296,1518,2434,0,3359,0,1430,1846,0,926,-251,-150,0,0,0
04-Jan-14,2,30006,600,32368,27421,1465,2434,0,3359,0,1424,1842,0,927,-188,-150,0,0,0
04-Jan-14,3,29545,600,31820,27032,1465,2434,0,3359,0,1365,1842,0,926,-160,-150,0,0,0
04-Jan-14,4,28696,600,31002,26304,1299,2434,0,3359,0,1354,1843,0,926,-202,-150,0,0,0
04-Jan-14,5,27894,600,30313,25603,1299,2434,0,3359,0,1533,1843,0,926,-210,-76,0,0,0
04-Jan-14,6,27643,600,30029,25342,1240,2434,0,3359,0,1601,1843,0,926,-185,66,0,0,0
04-Jan-14,7,27094,600,29357,24797,1240,2434,0,3359,0,1523,1843,0,926,-140,100,0,0,0
04-Jan-14,8,26490,600,28804,24206,1118,2434,0,3359,0,1598,1843,0,926,-116,68,0,0,0
04-Jan-14,9,25998,600,28311,23771,1118,2434,0,3359,0,1575,1842,0,926,-138,0,0,0,0
04-Jan-14,10,25865,600,28189,23632,861,2434,0,3359,0,1562,1842,0,926,-162,0,0,0,0
04-Jan-14,11,25976,600,28322,23731,861,2434,0,3359,0,1550,1842,0,926,-188,-8,0,0,0
04-Jan-14,12,26389,600,28832,24069,776,2434,0,3359,0,1550,1842,0,926,-169,-124,0,0,0
04-Jan-14,13,27642,600,30030,25182,776,2434,0,3359,0,1498,1842,0,926,-90,-200,0,0,0
04-Jan-14,14,28570,600,30189,26074,788,2434,0,3359,0,807,1838,0,926,-20,-192,0,0,0
04-Jan-14,15,29749,600,30676,27123,788,2434,0,3359,0,19,1989,0,1000,-70,-238,0,0,0
04-Jan-14,16,30849,600,31876,28112,758,2434,0,3359,0,12,1991,0,999,-139,-276,0,0,0
04-Jan-14,17,32618,600,33750,29718,758,2434,0,3359,0,8,1991,0,1000,-160,-364,0,0,0
04-Jan-14,18,34370,600,35539,31312,823,2434,16,3359,0,14,1991,0,999,-181,-374,0,0,0
04-Jan-14,19,36431,600,37523,33168,823,2434,39,3359,0,13,1992,0,1000,-114,-365,0,0,0
04-Jan-14,20,37626,600,38722,34274,718,2434,81,3359,0,14,1991,0,1000,-107,-375,0,0,0
04-Jan-14,21,38750,600,39908,35218,718,2434,131,3359,0,14,1991,0,999,-169,-375,0,0,0
04-Jan-14,22,39445,600,40623,35785,677,2434,162,3359,0,15,1991,0,1000,-188,-375,0,0,0
04-Jan-14,23,40170,600,41324,36302,677,2434,160,3359,105,13,1992,0,1000,-233,-413,0,0,0
04-Jan-14,24,40448,600,41530,36433,607,2434,183,3359,186,15,1991,0,1000,-233,-420,0,0,0
04-Jan-14,25,40688,600,41788,36655,607,2434,172,3359,186,15,1991,0,999,-251,-420,0,0,0
04-Jan-14,26,40670,600,41769,36581,490,2434,154,3359,186,14,1991,0,1000,-251,-420,0,0,0
04-Jan-14,27,40405,600,41573,36382,490,2434,144,3359,117,14,1991,0,1000,-251,-420,0,0,0
04-Jan-14,28,40178,600,41437,36302,460,2434,142,3359,0,14,1992,0,999,-225,-420,0,0,0
04-Jan-14,29,40046,600,41301,36226,460,2434,127,3359,0,9,1991,0,1000,-226,-420,0,0,0
04-Jan-14,30,39811,600,41053,36024,479,2434,98,3359,0,6,1992,0,1000,-216,-420,0,0,0
04-Jan-14,31,40028,600,41307,36187,479,2434,66,3359,0,8,1991,0,999,-251,-420,0,0,0
04-Jan-14,32,40709,600,41886,36740,391,2434,39,3359,105,11,1991,0,1000,-251,-420,0,0,0
04-Jan-14,33,42515,600,43627,38302,391,2434,40,3359,126,14,1991,0,999,-204,-420,0,0,0
04-Jan-14,34,44734,600,45875,40330,380,2434,0,3359,126,14,1992,0,1000,-233,-420,0,0,0
04-Jan-14,35,45929,600,47089,41421,380,2434,0,3359,126,10,1992,0,1000,-217,-459,0,0,0
04-Jan-14,36,45842,600,47057,41366,407,2434,0,3359,126,8,1992,0,999,-203,-530,0,0,0
04-Jan-14,37,45406,600,46667,41021,407,2434,0,3359,126,8,1992,0,1000,-249,-530,0,0,0
04-Jan-14,38,44170,600,45426,39831,411,2434,0,3359,126,13,1992,0,999,-239,-530,0,0,0
04-Jan-14,39,43078,600,44349,38852,411,2434,0,3359,126,16,1992,0,1000,-251,-530,0,0,0
04-Jan-14,40,41614,600,42970,37597,407,2434,0,3359,40,15,1992,0,1000,-251,-530,0,0,0
04-Jan-14,41,40350,600,41700,36447,407,2434,0,3359,0,16,1991,0,999,-204,-530,0,0,0
04-Jan-14,42,38992,600,40249,35293,432,2434,0,3359,0,11,1991,0,1000,-173,-473,0,0,0
04-Jan-14,43,37601,600,38869,34033,432,2434,0,3359,0,10,1992,0,1000,-222,-436,0,0,0
04-Jan-14,44,36254,600,37503,32828,427,2434,0,3359,0,11,1991,0,1000,-200,-438,0,0,0
04-Jan-14,45,34856,600,36159,31491,427,2434,0,3359,0,12,1991,0,999,-246,-445,0,0,0
04-Jan-14,46,33849,600,35149,30429,445,2434,0,3359,0,14,1991,0,1000,-196,-490,0,0,0
04-Jan-14,47,32301,600,34039,28970,445,2434,0,3359,0,395,1893,0,952,-219,-524,0,0,0
04-Jan-14,48,31235,600,33059,28032,488,2434,0,3359,0,579,1888,0,952,-197,-448,0,0,0
05-Jan-14,1,30984,600,32473,27887,488,2434,0,3363,0,335,1888,0,951,-182,-372,0,0,0
05-Jan-14,2,31033,600,32714,28054,499,2434,0,3363,0,426,1888,0,952,-218,-437,0,0,0
05-Jan-14,3,30514,600,32415,27652,499,2434,0,3363,0,679,1888,0,952,-184,-438,0,0,0
05-Jan-14,4,29558,600,31702,26821,481,2434,0,3363,0,994,1888,0,951,-180,-370,0,0,0
05-Jan-14,5,28743,600,31195,26077,481,2434,0,3363,0,1335,1888,0,952,-180,-337,0,0,0
05-Jan-14,6,28464,600,31120,25775,477,2434,0,3363,0,1565,1889,0,952,-175,-316,0,0,0
05-Jan-14,7,27846,600,30505,25136,477,2434,0,3363,0,1611,1889,0,951,-175,-273,0,0,0
05-Jan-14,8,27043,600,29698,24330,462,2434,0,3363,0,1617,1889,0,952,-175,-263,0,0,0
05-Jan-14,9,26618,600,29181,23903,462,2434,0,3363,0,1593,1889,0,952,-175,-195,0,0,0
05-Jan-14,10,26344,600,28796,23625,474,2434,0,3363,0,1593,1889,0,951,-175,-84,0,0,0
05-Jan-14,11,26178,600,28541,23456,474,2434,0,3363,0,1588,1889,0,952,-175,59,0,0,0
05-Jan-14,12,26351,600,28703,23648,441,2434,0,3363,0,1577,1889,0,951,-175,159,0,0,0
05-Jan-14,13,27015,600,29275,24291,441,2434,0,3363,0,1559,1889,0,952,-101,190,0,0,0
05-Jan-14,14,27342,600,29509,24642,543,2434,0,3363,0,1550,1888,0,952,-17,190,0,0,0
05-Jan-14,15,28102,600,30108,25376,543,2434,0,3363,0,1389,1888,0,951,-17,264,0,0,0
05-Jan-14,16,28646,600,30451,25891,565,2434,0,3363,0,1157,1887,0,951,-48,330,0,0,0
05-Jan-14,17,29491,600,30966,26710,565,2434,27,3363,0,777,1990,0,999,-98,369,0,0,0
05-Jan-14,18,30999,600,31717,28174,640,2434,123,3363,0,20,1992,0,1000,-98,376,0,0,0
05-Jan-14,19,33170,600,33882,30271,640,2434,238,3363,0,14,1992,0,1000,-98,370,0,0,0
05-Jan-14,20,34893,600,35605,31870,829,2434,322,3363,0,14,1992,0,999,-98,266,0,0,0
05-Jan-14,21,36710,600,37310,33373,829,2434,362,3363,107,9,1992,0,1000,-98,160,0,0,0
05-Jan-14,22,37719,600,38305,34251,934,2434,393,3363,147,16,1992,0,1000,-117,94,0,0,0
05-Jan-14,23,38688,600,39436,35152,934,2434,407,3363,92,16,1992,0,999,-224,87,0,0,0
05-Jan-14,24,39554,600,40348,35968,991,2434,341,3363,61,16,1992,0,1000,-239,14,0,0,0
05-Jan-14,25,40439,600,41309,36793,991,2434,241,3363,61,16,1992,0,1000,-239,-76,0,0,0
05-Jan-14,26,40903,600,41867,37254,1198,2434,182,3363,28,13,1991,0,999,-239,-140,0,0,0
05-Jan-14,27,40865,600,41885,37269,1198,2434,178,3363,3,14,1991,0,1000,-239,-170,0,0,0
05-Jan-14,28,40432,600,41472,36890,1165,2434,189,3363,3,15,1992,0,1000,-239,-189,0,0,0
05-Jan-14,29,40375,600,41432,36886,1165,2434,148,3363,3,10,1992,0,1000,-251,-199,0,0,0
05-Jan-14,30,40132,600,41190,36699,1226,2434,96,3363,3,9,1992,0,999,-251,-201,0,0,0
05-Jan-14,31,40342,600,41418,36846,1226,2434,54,3363,3,9,1991,0,1000,-251,-219,0,0,0
05-Jan-14,32,41206,600,42277,37574,1463,2434,18,3363,57,8,1992,0,1000,-251,-269,0,0,0
05-Jan-14,33,43089,600,44194,39210,1463,2434,0,3363,98,16,1991,0,1000,-251,-336,0,0,0
05-Jan-14,34,44882,600,45956,40768,1595,2434,0,3363,150,14,1992,0,999,-251,-359,0,0,0
05-Jan-14,35,45520,600,46489,41195,1595,2434,0,3363,290,11,1992,0,1000,-251,-397,0,0,0
05-Jan-14,36,45205,600,46412,41137,1727,2434,0,3363,59,15,1992,0,1000,-251,-400,0,0,0
05-Jan-14,37,44484,600,45744,40585,1727,2434,0,3363,3,12,1991,0,1000,-251,-400,0,0,0
05-Jan-14,38,43226,600,44485,39368,1642,2434,0,3363,3,11,1991,0,999,-251,-400,0,0,0
05-Jan-14,39,42080,600,43341,38324,1642,2434,0,3363,3,13,1991,0,1000,-251,-400,0,0,0
05-Jan-14,40,40655,600,41916,37021,1602,2434,0,3363,3,13,1991,0,1000,-251,-400,0,0,0
05-Jan-14,41,39781,600,41042,36156,1602,2434,0,3363,3,13,1991,0,1000,-251,-400,0,0,0
05-Jan-14,42,38121,600,39384,34644,1647,2434,0,3363,3,15,1991,0,1000,-251,-400,0,0,0
05-Jan-14,43,36629,600,37892,33262,1647,2434,0,3363,2,14,1991,0,1000,-251,-400,0,0,0
05-Jan-14,44,34738,600,35937,31549,1608,2434,0,3363,0,14,1991,0,999,-251,-334,0,0,0
05-Jan-14,45,33376,600,34469,30301,1608,2434,0,3363,0,11,1990,0,1000,-251,-231,0,0,0
05-Jan-14,46,31743,600,32724,28758,1578,2434,0,3363,0,28,1990,0,1000,-237,-116,0,0,0
05-Jan-14,47,29582,600,30936,26773,1578,2434,0,3363,0,513,1844,0,928,-187,-54,0,0,0
05-Jan-14,48,28408,600,29800,25704,1433,2434,0,3363,0,574,1839,0,928,-187,-31,0,0,0
06-Jan-14,1,28334,600,29927,25755,1433,2434,0,3366,0,806,1839,0,928,-187,44,0,0,0
06-Jan-14,2,28463,600,30315,25924,1396,2434,0,3366,0,1076,1839,0,928,-176,169,0,0,0
06-Jan-14,3,28328,600,30369,25801,1396,2434,0,3366,0,1254,1839,0,927,-187,312,0,0,0
06-Jan-14,4,27681,600,29778,25227,1414,2434,0,3366,0,1332,1840,0,928,-165,366,0,0,0
